-108.683	-0.075	-131.944	49.054	-67.237	106.468
-108.6	-0.127	-131.92	49.102	-67.371	106.531
-108.531	-0.168	-131.903	49.155	-67.478	106.589
-108.476	-0.201	-131.89	49.191	-67.578	106.641
-108.425	-0.233	-131.876	49.226	-67.661	106.683
-108.38	-0.258	-131.862	49.248	-67.737	106.736
-108.34	-0.282	-131.853	49.278	-67.809	106.797
-108.304	-0.295	-131.845	49.306	-67.884	106.878
-108.266	-0.307	-131.838	49.333	-67.967	106.983
-108.223	-0.324	-131.828	49.374	-68.069	107.125
-108.169	-0.338	-131.813	49.416	-68.199	107.304
-108.103	-0.349	-131.793	49.467	-68.359	107.532
-108.018	-0.37	-131.774	49.532	-68.558	107.808
-107.914	-0.406	-131.743	49.604	-68.797	108.138
-107.787	-0.441	-131.71	49.679	-69.078	108.519
-107.646	-0.476	-131.67	49.754	-69.391	108.936
-107.491	-0.511	-131.628	49.83	-69.721	109.381
-107.332	-0.541	-131.586	49.898	-70.065	109.831
-107.172	-0.575	-131.536	49.959	-70.414	110.281
-107.014	-0.607	-131.489	49.999	-70.757	110.715
-106.855	-0.639	-131.44	50.043	-71.089	111.134
-106.702	-0.658	-131.395	50.065	-71.408	111.529
-106.562	-0.68	-131.348	50.085	-71.701	111.887
-106.438	-0.699	-131.306	50.096	-71.957	112.196
-106.332	-0.707	-131.275	50.099	-72.174	112.454
-106.245	-0.715	-131.245	50.099	-72.352	112.661
-106.174	-0.724	-131.226	50.098	-72.492	112.821
-106.123	-0.736	-131.203	50.094	-72.599	112.951
-106.079	-0.743	-131.19	50.087	-72.684	113.041
-106.049	-0.745	-131.18	50.08	-72.743	113.111
-106.034	-0.746	-131.171	50.073	-72.787	113.166
-106.016	-0.747	-131.162	50.066	-72.822	113.204
-106.002	-0.747	-131.15	50.055	-72.857	113.253
-105.989	-0.749	-131.137	50.042	-72.904	113.314
-105.964	-0.751	-131.122	50.021	-72.959	113.397
-105.927	-0.754	-131.099	49.984	-73.042	113.504
-105.878	-0.758	-131.067	49.953	-73.152	113.649
-105.82	-0.762	-131.033	49.907	-73.282	113.825
-105.745	-0.77	-130.99	49.861	-73.441	114.032
-105.658	-0.781	-130.941	49.803	-73.624	114.267
-105.566	-0.798	-130.888	49.741	-73.829	114.529
-105.465	-0.812	-130.83	49.677	-74.037	114.798
-105.363	-0.816	-130.776	49.622	-74.251	115.064
-105.266	-0.819	-130.73	49.574	-74.453	115.318
-105.176	-0.822	-130.69	49.524	-74.652	115.557
-105.091	-0.827	-130.651	49.488	-74.826	115.768
-105.016	-0.83	-130.621	49.454	-74.983	115.951
-104.952	-0.835	-130.592	49.439	-75.113	116.101
-104.904	-0.84	-130.575	49.424	-75.218	116.222
-104.863	-0.845	-130.557	49.411	-75.297	116.307
-104.837	-0.847	-130.548	49.403	-75.353	116.369
-104.812	-0.848	-130.546	49.401	-75.384	116.407
-104.803	-0.848	-130.544	49.402	-75.411	116.432
-104.798	-0.848	-130.544	49.403	-75.429	116.442
-104.795	-0.848	-130.544	49.411	-75.435	116.449
-104.79	-0.848	-130.547	49.433	-75.441	116.46
-104.781	-0.848	-130.555	49.458	-75.451	116.483
-104.766	-0.848	-130.57	49.511	-75.469	116.511
-104.755	-0.848	-130.59	49.586	-75.503	116.549
-104.744	-0.85	-130.609	49.679	-75.532	116.607
-104.726	-0.857	-130.637	49.797	-75.583	116.678
-104.694	-0.868	-130.667	49.933	-75.636	116.762
-104.669	-0.877	-130.7	50.093	-75.696	116.86
-104.635	-0.89	-130.737	50.272	-75.767	116.972
-104.605	-0.91	-130.778	50.463	-75.842	117.093
-104.573	-0.937	-130.817	50.654	-75.919	117.214
-104.555	-0.953	-130.853	50.837	-75.997	117.333
-104.53	-0.976	-130.89	51.006	-76.068	117.44
-104.507	-0.999	-130.916	51.152	-76.128	117.541
-104.492	-1.01	-130.941	51.279	-76.186	117.626
-104.472	-1.024	-130.957	51.379	-76.229	117.698
-104.458	-1.038	-130.969	51.461	-76.263	117.756
-104.456	-1.048	-130.98	51.521	-76.286	117.793
-104.455	-1.05	-130.988	51.556	-76.309	117.828
-104.455	-1.052	-130.992	51.583	-76.321	117.843
-104.455	-1.052	-130.992	51.594	-76.324	117.851
-104.455	-1.053	-130.992	51.596	-76.326	117.856
-104.455	-1.054	-130.991	51.597	-76.326	117.863
-104.457	-1.055	-130.987	51.595	-76.326	117.871
-104.462	-1.056	-130.98	51.588	-76.323	117.873
-104.472	-1.056	-130.971	51.571	-76.313	117.867
-104.492	-1.055	-130.962	51.532	-76.285	117.838
-104.529	-1.054	-130.953	51.487	-76.247	117.788
-104.573	-1.048	-130.942	51.422	-76.196	117.711
-104.619	-1.037	-130.926	51.336	-76.132	117.608
-104.672	-1.02	-130.906	51.236	-76.053	117.482
-104.733	-0.988	-130.89	51.118	-75.959	117.327
-104.798	-0.953	-130.874	50.984	-75.854	117.145
-104.863	-0.909	-130.855	50.838	-75.736	116.936
-104.929	-0.86	-130.838	50.686	-75.618	116.714
-104.992	-0.814	-130.828	50.534	-75.495	116.495
-105.041	-0.778	-130.817	50.394	-75.389	116.289
-105.085	-0.74	-130.805	50.269	-75.29	116.101
-105.125	-0.707	-130.794	50.162	-75.207	115.94
-105.157	-0.68	-130.789	50.072	-75.135	115.8
-105.181	-0.66	-130.786	49.996	-75.077	115.683
-105.189	-0.64	-130.784	49.943	-75.036	115.599
-105.195	-0.628	-130.782	49.902	-75.003	115.539
-105.201	-0.628	-130.782	49.891	-74.996	115.518
-105.204	-0.629	-130.782	49.897	-74.998	115.521
-105.203	-0.632	-130.783	49.921	-75.014	115.551
-105.201	-0.637	-130.783	49.973	-75.052	115.609
-105.193	-0.648	-130.785	50.031	-75.094	115.686
-105.179	-0.668	-130.786	50.106	-75.154	115.783
-105.17	-0.702	-130.786	50.19	-75.222	115.909
-105.164	-0.737	-130.784	50.281	-75.301	116.058
-105.155	-0.778	-130.778	50.384	-75.387	116.234
-105.141	-0.827	-130.769	50.497	-75.482	116.431
-105.126	-0.873	-130.757	50.597	-75.582	116.634
-105.12	-0.915	-130.738	50.694	-75.675	116.834
-105.121	-0.957	-130.718	50.774	-75.758	117.033
